speed_ego,speed_other,distance,relative_speed,lane_difference,weather,brake_event,collision_risk
52.36,38.8,91.48,13.56,0,0,0,0.172
54.12,68.7,94.09,14.58,0,1,0,0.26
86.19,112.13,57.83,25.94,0,1,0,0.334
66.7,81.72,68.55,15.02,1,0,0,0.088
101.2,92.15,10.67,9.05,0,0,0,0.422
35.59,53.63,49.82,18.03,1,0,0,0.114
98.99,38.85,89.99,60.15,0,0,1,0.489
26.42,45.56,46.66,19.14,0,0,0,0.221
39.41,73.32,8.82,33.91,0,0,0,0.541
85.61,48.02,21.66,37.59,1,0,0,0.248
105.49,74.2,44.09,31.3,0,1,1,0.583
45.27,90.78,25.28,45.51,0,0,0,0.347
52.72,93.44,40.44,40.72,0,0,0,0.286
73.71,36.47,34.63,37.24,0,0,1,0.491
41.16,95.04,33.26,53.89,1,0,0,0.237
101.12,87.27,10.93,13.85,0,2,0,1.0
97.36,21.2,88.51,76.16,0,0,1,0.53
34.53,25.89,69.89,8.64,0,1,1,0.47
66.38,84.62,63.09,18.24,1,0,1,0.3
97.48,58.37,61.43,39.11,1,1,0,0.26
53.73,34.61,40.86,19.12,0,0,1,0.431
83.31,24.44,82.68,58.87,0,0,1,0.489
25.02,35.94,93.14,10.92,0,2,0,0.339
80.87,115.75,2.55,34.88,0,1,0,1.0
35.27,92.76,9.76,57.49,0,2,0,1.0
103.06,72.77,68.15,30.29,0,0,0,0.226
55.54,114.15,25.13,58.61,1,1,1,0.664
48.16,81.91,91.35,33.76,0,0,1,0.422
104.09,92.56,67.41,11.52,0,0,0,0.18
25.01,48.27,38.09,23.25,0,0,1,0.448
59.66,78.9,42.7,19.24,0,0,0,0.228
57.0,34.35,69.71,22.65,0,0,0,0.206
48.48,60.45,15.81,11.97,0,0,0,0.338
111.18,23.32,88.57,87.85,1,0,1,0.459
95.09,41.66,2.47,53.43,1,0,1,1.0
26.39,27.49,97.94,1.09,0,1,1,0.423
91.47,58.78,18.43,32.69,0,0,0,0.362
72.73,104.3,74.73,31.57,1,0,0,0.125
110.09,57.79,5.91,52.29,1,0,0,0.637
51.29,103.16,44.28,51.87,0,0,1,0.507
77.42,85.65,63.77,8.23,1,1,0,0.179
70.08,70.95,8.88,0.88,0,0,0,0.456
68.96,43.69,45.44,25.27,0,0,0,0.239
65.61,112.22,31.71,46.61,0,1,1,0.681
40.56,25.42,50.83,15.14,0,1,0,0.323
95.57,88.89,51.45,6.68,0,2,1,0.617
65.13,82.12,78.95,16.99,0,1,0,0.28
115.85,64.1,14.1,51.75,1,1,0,0.643
46.08,44.03,10.11,2.05,1,1,0,0.685
88.27,63.07,41.39,25.2,0,0,0,0.246
114.07,107.28,88.98,6.79,0,1,0,0.245
86.35,103.68,85.82,17.33,0,0,0,0.184
107.13,114.14,56.88,7.01,0,1,0,0.288
102.75,50.78,89.1,51.97,0,0,0,0.269
56.01,58.71,80.92,2.7,0,0,0,0.149
80.01,21.87,29.24,58.14,1,0,1,0.461
35.63,114.29,18.67,78.67,1,1,0,0.603
73.55,52.94,31.51,20.61,0,0,0,0.259
43.04,60.42,24.26,17.37,0,1,0,0.471
94.37,110.78,63.03,16.41,1,0,0,0.096
72.81,72.66,59.32,0.15,0,0,0,0.158
61.12,76.62,60.65,15.49,0,0,0,0.196
46.88,37.62,20.55,9.26,0,0,1,0.486
119.87,69.87,79.6,50.0,1,0,0,0.168
27.17,111.82,44.5,84.65,0,0,0,0.389
24.36,75.87,48.3,51.52,0,0,0,0.3
41.73,45.51,99.7,3.79,0,1,1,0.429
117.11,23.12,29.66,93.99,0,0,1,0.649
117.92,53.63,40.63,64.29,0,1,0,0.479
85.49,77.26,68.29,8.23,0,0,0,0.171
108.01,24.26,88.28,83.75,0,1,0,0.438
41.4,80.98,14.42,39.58,0,1,0,0.703
117.2,72.34,74.03,44.86,0,1,0,0.355
34.28,98.34,91.99,64.07,0,0,0,0.298
30.11,22.89,43.45,7.22,0,1,0,0.326
31.22,98.08,30.1,66.86,0,0,0,0.38
77.31,72.09,68.42,5.23,0,1,1,0.464
98.1,57.05,26.12,41.04,0,1,1,0.711
56.67,116.54,39.66,59.87,0,2,0,0.608
117.79,36.01,89.9,81.78,0,0,0,0.343
63.44,74.13,59.85,10.69,0,0,0,0.184
35.04,52.1,11.31,17.05,0,0,0,0.427
66.6,72.75,34.31,6.15,0,2,0,0.513
87.9,75.23,63.47,12.68,0,0,0,0.186
103.22,28.94,49.19,74.28,0,0,0,0.355
65.88,86.11,66.71,20.24,1,0,0,0.102
79.36,83.45,76.62,4.09,0,0,0,0.155
46.73,96.95,49.1,50.21,0,0,1,0.495
84.59,29.07,98.72,55.53,1,1,1,0.459
118.6,49.73,91.64,68.87,0,0,0,0.31
24.91,85.01,7.87,60.11,1,0,0,0.545
108.65,33.67,28.11,74.98,0,0,0,0.408
76.23,87.76,31.45,11.53,0,1,1,0.595
45.21,25.9,20.06,19.31,0,1,0,0.531
115.49,53.49,32.58,62.0,0,1,0,0.513
68.34,104.67,43.63,36.34,0,1,0,0.398
53.17,97.43,7.05,44.26,0,2,0,1.0
38.15,84.48,14.48,46.33,1,0,1,0.542
44.45,107.05,11.43,62.6,1,1,0,0.77
103.28,90.93,6.54,12.36,1,0,0,0.495
81.44,71.94,49.19,9.5,1,0,1,0.293
111.32,117.97,34.71,6.65,1,0,0,0.115
43.2,89.49,93.67,46.29,0,0,1,0.453
32.11,80.14,12.07,48.02,0,0,1,0.688
20.61,60.89,92.75,40.28,0,2,0,0.413
70.79,110.24,10.48,39.46,0,0,0,0.503
119.83,49.57,62.68,70.26,1,1,1,0.536
89.5,20.92,26.28,68.57,0,1,0,0.578
50.84,39.67,83.03,11.17,0,0,1,0.37
107.69,30.95,8.02,76.73,0,0,1,0.88
98.17,51.9,95.35,46.27,0,0,1,0.452
21.54,102.59,6.63,81.05,0,0,0,0.761
101.69,85.15,25.63,16.53,0,1,0,0.454
50.05,36.9,47.49,13.15,1,0,0,0.105
34.97,98.88,76.09,63.91,1,0,0,0.205
42.63,70.42,95.21,27.79,0,1,0,0.292
66.86,71.27,43.95,4.41,1,2,1,0.545
62.49,56.21,76.22,6.28,1,0,1,0.261
48.89,106.46,73.26,57.57,0,1,0,0.388
37.22,51.83,57.97,14.61,1,0,0,0.096
96.22,29.41,69.71,66.81,0,1,0,0.416
119.01,50.27,5.73,68.74,1,0,0,0.692
97.78,91.54,45.27,6.24,0,2,0,0.443
49.59,85.76,79.01,36.16,1,0,1,0.334
44.48,38.8,48.47,5.68,0,2,0,0.426
41.77,31.18,87.6,10.59,1,1,0,0.155
33.67,86.09,83.7,52.42,0,1,0,0.364
75.13,87.64,86.62,12.5,0,1,0,0.261
80.54,56.61,14.74,23.93,1,1,0,0.555
90.55,104.28,25.93,13.73,0,1,1,0.644
88.02,117.82,4.9,29.8,1,1,0,1.0
49.23,40.56,98.31,8.67,0,0,0,0.157
53.03,77.71,25.14,24.68,1,2,0,0.563
88.15,20.53,37.98,67.62,0,0,0,0.359
54.94,91.31,28.94,36.36,0,1,0,0.475
41.26,61.43,5.9,20.17,1,1,0,1.0
57.43,39.33,27.6,18.11,0,1,0,0.44
47.21,95.22,11.62,48.01,1,1,0,0.725
28.83,101.06,40.64,72.23,0,0,0,0.365
103.01,31.12,96.75,71.9,0,1,0,0.401
105.31,24.1,70.43,81.21,0,0,0,0.352
41.98,53.41,71.28,11.43,0,0,1,0.377
26.48,82.6,46.41,56.12,0,1,0,0.438
93.88,99.34,81.51,5.46,1,1,1,0.348
41.15,74.61,91.01,33.45,0,1,0,0.31
59.34,78.07,96.23,18.73,0,1,0,0.269
26.41,99.99,11.7,73.57,0,0,0,0.559
42.63,72.88,88.21,30.26,0,0,1,0.415
99.29,81.12,24.06,18.17,0,0,0,0.285
100.44,71.62,40.93,28.82,0,0,0,0.256
40.71,108.05,35.86,67.34,0,0,0,0.363
53.59,43.55,68.16,10.04,1,1,0,0.176
33.42,46.4,60.6,12.98,0,0,0,0.189
27.42,32.8,12.69,5.38,0,1,0,0.675
119.22,101.95,78.72,17.27,0,0,0,0.187
85.56,61.18,45.09,24.38,0,1,1,0.563
74.21,54.79,2.22,19.42,0,0,0,1.0
96.55,118.13,42.62,21.59,1,2,1,0.595
104.01,112.68,52.6,8.67,0,0,1,0.387
100.67,117.2,8.75,16.53,0,1,1,1.0
21.65,34.23,16.81,12.58,0,1,0,0.574
38.68,109.13,99.37,70.44,0,1,0,0.396
85.49,52.87,87.38,32.62,0,0,1,0.421
57.58,21.27,15.07,36.31,0,2,0,0.944
118.25,59.13,58.87,59.12,0,1,0,0.415
86.54,70.92,39.17,15.62,0,1,0,0.363
115.65,30.82,55.29,84.83,1,0,1,0.474
40.14,73.77,48.11,33.62,0,1,0,0.377
106.4,101.95,6.72,4.45,0,0,0,0.565
52.14,57.77,32.91,5.63,0,0,0,0.217
118.96,55.26,14.3,63.69,1,1,0,0.667
35.77,53.88,49.92,18.11,0,1,0,0.333
71.63,112.31,90.92,40.68,0,0,0,0.24
99.28,24.88,99.56,74.41,1,0,0,0.221
63.26,64.51,94.54,1.24,0,1,1,0.426
66.81,46.46,98.6,20.35,1,2,0,0.256
118.64,109.38,3.49,9.25,0,2,0,1.0
62.53,29.61,73.49,32.93,0,1,0,0.326
80.41,61.14,28.75,19.26,1,0,1,0.366
25.45,60.68,86.83,35.23,0,0,1,0.428
104.22,108.84,81.75,4.62,0,0,1,0.354
84.82,41.55,43.52,43.27,1,0,0,0.187
60.4,84.49,48.38,24.09,0,0,0,0.231
21.62,33.44,27.98,11.82,0,0,0,0.25
79.17,115.4,30.3,36.23,0,0,0,0.302
21.27,79.3,98.16,58.04,0,1,0,0.366
20.12,82.63,89.11,62.51,0,0,1,0.495
81.61,63.38,20.8,18.23,0,0,0,0.306
38.9,54.23,29.0,15.33,0,0,0,0.255
39.19,41.27,12.65,2.08,0,0,0,0.362
85.33,80.4,98.91,4.93,0,1,0,0.232
25.37,115.46,90.91,90.09,0,0,0,0.363
51.34,55.98,56.11,4.64,1,0,0,0.073
34.94,108.32,69.9,73.37,0,1,0,0.432
78.02,34.88,75.3,43.14,0,0,0,0.254
86.18,113.61,21.97,27.44,1,1,0,0.423
92.11,55.05,93.6,37.06,0,0,0,0.23
45.52,57.97,53.62,12.45,0,0,0,0.195
28.92,66.28,11.06,37.36,0,0,1,0.684
27.87,91.82,40.91,63.96,0,0,1,0.543
62.62,91.97,60.96,29.35,0,0,0,0.23
114.58,67.96,36.58,46.63,0,0,1,0.51
41.77,72.32,70.52,30.54,1,0,0,0.125
45.67,23.0,88.44,22.67,0,1,0,0.285
30.09,50.43,77.65,20.34,0,0,0,0.195
80.56,54.6,64.98,25.96,0,0,0,0.218
87.99,75.87,52.19,12.11,0,2,0,0.428
84.29,75.83,26.94,8.46,0,0,0,0.246
106.11,90.99,46.58,15.12,0,0,1,0.411
68.64,91.7,30.71,23.06,0,1,0,0.428
33.45,43.52,93.53,10.08,0,0,0,0.162
48.94,97.02,90.92,48.08,1,1,0,0.246
86.24,21.96,17.27,64.28,0,0,1,0.652
81.31,91.62,82.62,10.3,0,0,1,0.368
73.1,30.21,70.89,42.89,0,0,0,0.256
88.3,92.96,97.57,4.67,1,1,0,0.133
83.74,72.71,47.4,11.03,1,0,0,0.1
108.13,63.73,72.77,44.41,0,0,0,0.258
78.6,89.07,52.75,10.47,0,2,0,0.422
97.86,23.64,8.8,74.22,1,0,0,0.543
44.87,42.35,6.58,2.52,1,1,0,0.979
87.82,81.64,13.97,6.17,0,1,0,0.633
110.22,104.72,31.03,5.5,1,0,1,0.323
58.57,58.11,27.39,0.46,1,0,0,0.124
97.91,45.88,73.38,52.03,0,2,1,0.671
92.48,71.87,72.16,20.61,0,1,0,0.297
25.95,82.23,97.2,56.28,0,0,1,0.476
78.15,62.01,32.42,16.14,0,0,0,0.245
33.02,107.67,93.97,74.65,0,0,1,0.523
116.73,72.34,62.06,44.39,1,1,1,0.472
101.14,23.58,50.54,77.56,0,0,0,0.362
30.97,42.31,67.45,11.33,0,0,0,0.179
32.18,65.06,70.87,32.89,0,0,0,0.231
79.45,89.77,18.85,10.33,0,0,1,0.502
54.49,41.98,75.67,12.51,0,1,0,0.273
23.49,117.63,73.07,94.14,0,1,0,0.48
74.16,51.86,99.76,22.31,0,0,1,0.391
58.78,73.25,91.37,14.46,0,0,0,0.174
30.11,21.9,69.1,8.21,0,1,1,0.47
100.19,108.49,71.81,8.3,1,1,1,0.367
111.51,98.88,94.71,12.62,0,1,0,0.255
95.66,39.55,96.78,56.11,0,0,1,0.476
102.24,113.32,83.04,11.08,0,0,0,0.169
41.65,51.58,77.2,9.93,0,0,0,0.17
46.36,89.22,12.91,42.86,0,1,0,0.76
40.85,101.9,83.37,61.04,0,0,1,0.494
96.51,94.09,26.81,2.41,0,2,1,0.784
114.79,111.76,57.25,3.03,0,0,0,0.168
91.68,106.43,41.73,14.74,0,0,0,0.219
108.15,119.46,35.87,11.31,0,0,1,0.423
83.87,38.26,32.4,45.61,0,0,0,0.319
58.77,50.48,85.83,8.29,0,1,0,0.251
62.58,83.62,77.38,21.05,0,0,0,0.197
27.53,93.3,53.3,65.77,0,0,0,0.329
23.15,73.46,67.12,50.31,0,0,1,0.477
89.55,27.39,98.48,62.15,0,0,1,0.491
63.84,104.16,40.96,40.32,0,0,1,0.484
75.22,116.09,56.01,40.87,0,0,0,0.264
75.77,60.55,54.29,15.21,0,0,0,0.201
47.74,42.48,93.73,5.26,0,0,0,0.15
67.59,21.93,36.45,45.66,0,2,1,0.794
67.08,43.73,98.65,23.35,0,0,0,0.193
58.84,89.99,31.86,31.15,1,1,0,0.341
102.07,111.16,12.67,9.09,1,1,0,0.585
65.12,29.35,20.75,35.77,0,1,0,0.561
80.36,75.33,43.77,5.04,0,0,0,0.191
109.55,89.55,65.68,20.0,0,0,0,0.202
106.62,47.64,52.65,58.99,0,0,1,0.513
109.04,76.99,38.88,32.05,0,0,0,0.268
47.0,91.52,57.08,44.52,1,0,0,0.172
23.5,103.77,84.2,80.27,1,0,1,0.442
46.11,65.25,84.22,19.14,0,1,0,0.28
47.87,94.79,73.17,46.91,1,0,1,0.364
110.94,50.18,95.34,60.76,0,1,0,0.375
84.92,41.3,59.84,43.62,0,0,0,0.267
28.17,38.73,2.75,10.56,0,1,0,1.0
33.54,55.89,30.51,22.35,0,1,0,0.428
35.57,23.59,34.17,11.98,1,0,0,0.129
83.04,48.3,55.64,34.74,0,2,0,0.472
93.54,85.22,90.68,8.32,0,0,0,0.159
105.96,84.79,84.14,21.17,1,2,1,0.476
114.06,27.36,24.75,86.71,0,0,0,0.453
40.17,48.74,52.9,8.57,0,1,0,0.301
50.98,76.96,66.6,25.98,0,0,1,0.417
44.03,51.86,98.78,7.82,1,0,1,0.255
55.88,61.8,5.07,5.92,1,0,0,0.592
111.47,91.28,47.46,20.19,1,0,0,0.123
77.51,20.93,98.83,56.58,0,0,0,0.277
93.82,47.64,97.77,46.18,0,1,0,0.336
69.01,34.24,34.41,34.77,0,1,0,0.435
22.89,32.76,2.0,9.88,0,0,0,1.0
26.42,115.9,59.5,89.48,0,0,1,0.582
73.79,57.66,86.96,16.14,0,0,1,0.38
91.88,72.71,33.78,19.17,0,0,0,0.249
41.53,93.38,93.56,51.85,0,0,0,0.267
92.19,24.74,34.6,67.45,0,1,0,0.515
101.07,44.1,61.8,56.96,0,1,1,0.604
61.19,103.21,72.76,42.03,1,0,1,0.353
94.64,106.2,35.85,11.56,0,1,0,0.369
60.4,57.3,36.52,3.11,0,2,1,0.688
87.84,57.49,48.06,30.35,1,2,1,0.59
96.4,95.69,83.85,0.71,0,1,0,0.234
119.19,49.51,11.88,69.69,0,0,1,0.746
54.54,31.71,63.88,22.83,0,0,0,0.211
61.1,45.75,68.38,15.35,0,0,0,0.189
36.56,58.73,56.67,22.17,0,0,0,0.216
40.41,25.22,93.71,15.19,1,1,0,0.162
89.34,67.87,61.0,21.47,0,2,0,0.423
111.7,94.0,64.19,17.7,0,0,1,0.398
59.46,71.37,60.78,11.91,0,0,0,0.186
37.98,27.19,72.76,10.79,1,0,0,0.074
48.51,64.01,15.27,15.51,0,1,0,0.619
65.51,90.89,89.64,25.39,0,0,1,0.402
49.07,25.81,6.16,23.26,1,0,0,0.547
43.36,25.98,64.79,17.37,1,0,0,0.097
93.6,57.06,62.32,36.54,0,1,1,0.552
20.78,39.5,22.4,18.71,0,0,0,0.296
73.92,113.48,5.99,39.56,0,1,1,1.0
99.38,78.13,15.61,21.24,0,0,0,0.364
46.62,48.73,28.62,2.11,1,1,0,0.292
80.33,90.48,88.45,10.15,0,0,0,0.165
86.89,57.49,85.86,29.4,0,1,1,0.504
85.5,33.21,8.26,52.29,0,1,0,1.0
64.58,43.72,30.35,20.86,1,0,0,0.164
54.66,84.27,89.15,29.62,1,0,0,0.113
103.59,25.19,25.19,78.4,0,0,0,0.43
95.84,47.27,99.6,48.58,1,0,1,0.356
52.13,40.83,27.17,11.29,1,1,1,0.527
30.3,40.11,74.43,9.81,0,2,1,0.564
27.18,88.28,42.87,61.1,0,1,0,0.462
29.43,102.58,15.35,73.15,0,0,1,0.697
78.29,91.59,27.01,13.3,0,0,0,0.258
25.17,84.57,68.16,59.41,0,1,0,0.4
53.69,111.65,35.03,57.95,0,2,0,0.636
95.32,25.84,61.2,69.48,1,0,1,0.43
49.43,36.75,22.14,12.69,0,0,0,0.283
96.33,61.44,45.96,34.89,0,0,0,0.262
94.55,57.25,52.2,37.3,1,0,0,0.159
44.58,61.81,42.45,17.22,0,0,1,0.424
92.88,40.65,21.4,52.24,0,0,0,0.387
94.78,34.95,47.23,59.83,0,0,0,0.322
59.75,70.92,69.9,11.17,0,0,0,0.177
41.04,112.81,96.56,71.76,0,0,0,0.315
72.13,59.2,79.37,12.93,0,1,0,0.269
112.14,24.34,17.82,87.8,1,0,0,0.405
83.96,90.62,28.72,6.66,0,1,0,0.402
37.29,49.11,9.72,11.82,0,0,0,0.456
88.28,44.51,15.29,43.77,0,0,0,0.424
62.72,52.43,26.57,10.29,1,2,0,0.507
79.15,92.38,21.55,13.23,1,1,0,0.393
93.41,101.88,22.94,8.48,0,1,1,0.664
71.49,78.81,24.62,7.31,0,1,0,0.442
101.4,52.25,31.47,49.15,0,0,0,0.331
92.22,51.05,14.31,41.17,0,1,0,0.71
81.51,32.43,29.23,49.08,0,0,0,0.338
35.08,113.33,69.46,78.25,0,1,0,0.445
103.59,83.81,25.17,19.78,0,0,0,0.283
113.59,22.7,18.84,90.89,0,1,0,0.73
33.7,86.24,8.63,52.54,0,1,0,1.0
68.82,64.72,51.0,4.11,0,1,0,0.295
45.89,117.26,84.51,71.37,0,0,0,0.319
95.45,101.91,7.78,6.45,1,0,1,0.615
92.16,37.13,55.15,55.03,0,1,0,0.412
34.09,92.01,65.76,57.92,0,0,1,0.497
107.7,68.56,60.06,39.15,0,0,0,0.255
38.1,38.7,88.01,0.61,0,0,0,0.141
99.73,89.87,86.91,9.85,0,0,0,0.164
65.7,74.74,7.62,9.04,1,1,1,1.0
52.83,23.04,37.37,29.79,0,2,0,0.548
35.82,84.66,67.74,48.83,0,0,0,0.273
36.76,83.5,95.34,46.74,0,1,0,0.34
86.19,34.41,80.86,51.78,0,0,1,0.472
75.04,54.9,19.31,20.14,1,1,1,0.645
32.21,78.59,29.36,46.38,0,1,0,0.497
31.27,33.88,76.83,2.61,0,1,0,0.246
27.23,105.27,48.2,78.04,0,0,0,0.366
94.38,22.75,55.64,71.63,0,0,1,0.541
91.19,30.28,61.68,60.9,1,2,0,0.42
25.84,31.61,12.12,5.77,1,0,0,0.281
76.03,72.81,85.88,3.22,0,0,0,0.148
28.47,82.01,86.59,53.54,1,0,1,0.374
110.37,60.37,47.89,50.0,0,1,0,0.418
110.71,48.87,63.43,61.85,0,1,0,0.413
89.82,100.93,66.67,11.11,0,0,0,0.179
112.62,26.83,20.59,85.79,1,1,1,0.789
101.15,48.03,13.03,53.12,0,1,0,0.782
102.85,23.91,4.03,78.94,0,0,1,1.0
76.97,21.39,91.46,55.58,0,0,0,0.277
50.61,55.34,35.88,4.73,1,0,1,0.307
41.78,39.48,10.41,2.3,0,0,1,0.612
52.72,46.84,47.65,5.88,0,0,0,0.187
82.85,102.09,9.41,19.25,0,1,0,0.87
37.27,36.3,10.35,0.97,0,1,0,0.769
45.86,98.02,49.91,52.16,0,1,1,0.618
66.81,87.51,51.87,20.7,0,0,0,0.218
43.31,52.64,58.85,9.34,0,1,0,0.29
78.86,74.66,66.32,4.21,0,0,0,0.163
112.32,64.44,67.49,47.87,0,1,0,0.372
94.81,32.84,44.43,61.97,1,2,1,0.686
86.64,110.72,65.07,24.08,0,1,0,0.316
78.27,76.96,31.86,1.31,0,0,1,0.41
68.79,108.02,45.25,39.23,0,0,1,0.474
38.66,102.38,40.55,63.73,0,1,0,0.478
109.47,27.98,34.25,81.49,0,0,0,0.403
44.85,40.73,25.38,4.13,0,0,0,0.243
29.13,34.53,9.69,5.4,0,0,0,0.441
95.0,103.08,51.58,8.08,0,1,0,0.303
37.56,106.24,54.65,68.68,0,0,0,0.335
57.19,72.8,34.94,15.61,0,0,0,0.236
22.83,30.42,97.63,7.59,1,0,0,0.054
33.71,33.56,56.58,0.15,0,0,0,0.161
37.32,101.35,89.12,64.03,0,0,1,0.499
25.44,112.92,57.87,87.48,0,1,0,0.488
85.67,39.95,20.61,45.72,0,1,0,0.588
103.7,21.11,97.51,82.59,1,2,1,0.613
57.33,53.1,88.76,4.24,0,0,0,0.15
107.46,23.05,48.18,84.41,0,0,1,0.582
41.33,102.8,25.82,61.46,1,0,0,0.284
52.54,69.15,23.82,16.61,0,0,0,0.283
35.07,84.19,80.99,49.11,0,0,0,0.265
82.06,61.15,8.77,20.91,1,0,1,0.61
61.99,54.55,64.53,7.44,0,1,0,0.275
81.33,42.22,64.73,39.11,0,0,0,0.251
96.17,97.05,19.88,0.89,1,0,0,0.17
74.57,89.55,71.08,14.98,0,1,1,0.485
82.76,56.07,71.13,26.69,1,0,0,0.115
113.53,52.11,36.3,61.41,0,0,0,0.347
49.91,20.12,49.37,29.78,1,2,1,0.583
55.92,26.36,83.61,29.56,0,0,0,0.215
91.77,82.33,53.27,9.44,0,0,0,0.188
81.13,71.46,62.58,9.67,0,0,0,0.179
37.85,63.48,42.45,25.63,0,0,1,0.445
57.61,102.75,16.66,45.14,0,0,0,0.411
66.78,70.39,99.81,3.61,0,0,0,0.144
61.94,58.45,54.09,3.49,1,1,0,0.186
37.83,36.13,34.97,1.7,0,0,0,0.202
112.44,102.07,71.95,10.37,1,0,1,0.274
96.23,77.62,62.84,18.61,1,2,1,0.511
68.14,29.25,24.83,38.89,1,0,0,0.233
88.01,84.89,87.94,3.12,1,0,1,0.247
109.73,62.51,8.95,47.22,0,0,0,0.57
33.62,101.14,61.36,67.52,0,0,0,0.325
45.04,111.89,48.83,66.85,1,0,0,0.237
74.27,80.05,33.18,5.78,0,0,0,0.217
99.9,93.16,82.99,6.74,1,0,1,0.259
23.63,25.66,66.32,2.03,0,2,0,0.361
118.4,76.03,76.43,42.38,0,0,0,0.251
65.49,95.53,42.64,30.04,0,1,1,0.586
55.92,69.68,94.36,13.75,0,0,0,0.171
49.27,79.36,35.78,30.08,0,0,0,0.27
37.44,109.89,54.04,72.46,0,0,0,0.345
99.16,39.81,93.5,59.35,1,2,0,0.359
115.54,29.82,10.15,85.72,1,1,1,1.0
61.36,89.06,12.66,27.7,0,0,0,0.425
115.24,102.28,99.43,12.96,0,2,0,0.337
102.38,105.05,97.2,2.67,0,1,0,0.228
68.11,84.16,77.63,16.06,1,2,0,0.274
87.4,103.32,49.45,15.92,0,1,1,0.529
63.5,90.07,51.59,26.57,0,0,1,0.433
75.87,28.74,27.21,47.13,0,1,0,0.516
25.8,96.2,44.41,70.4,0,2,0,0.607
89.63,37.94,44.27,51.69,1,0,0,0.207
25.28,43.66,5.54,18.38,1,1,1,1.0
101.71,59.47,46.41,42.24,0,0,0,0.279
102.49,51.46,49.02,51.04,0,0,0,0.298
43.71,52.17,67.25,8.46,0,0,1,0.372
52.37,36.93,52.61,15.44,0,0,1,0.404
68.13,49.39,86.44,18.74,0,1,1,0.477
79.67,21.97,38.02,57.7,0,0,0,0.334
48.74,67.29,42.15,18.56,1,0,1,0.327
79.25,96.86,58.01,17.61,1,1,1,0.413
49.78,106.22,21.87,56.45,1,2,0,0.7
25.55,102.04,40.56,76.49,0,0,0,0.375
20.25,61.65,69.24,41.39,0,0,0,0.253
30.12,93.04,42.36,62.93,0,0,0,0.338
99.23,48.79,90.85,50.44,0,0,0,0.264
116.14,25.56,62.3,90.59,1,1,1,0.587
62.7,87.6,17.07,24.9,1,2,0,0.743
71.27,84.88,49.77,13.61,0,0,0,0.203
34.68,100.16,76.95,65.48,0,0,0,0.309
75.1,81.61,65.05,6.51,0,1,0,0.272
34.47,35.69,88.76,1.22,0,0,0,0.142
81.12,105.32,75.5,24.19,0,0,1,0.406
113.33,82.73,8.04,30.6,1,1,0,0.901
39.57,100.76,13.03,61.19,0,0,0,0.503
96.46,97.41,65.68,0.95,1,0,0,0.055
22.35,49.79,25.36,27.44,0,0,0,0.301
57.55,27.46,59.61,30.09,0,2,1,0.648
31.07,37.65,79.64,6.58,0,0,0,0.16
55.25,29.29,58.54,25.96,1,0,0,0.124
37.35,44.34,42.72,6.99,0,0,0,0.198
57.33,65.95,65.33,8.62,1,0,0,0.074
61.75,110.68,16.07,48.93,0,0,0,0.427
50.06,107.2,72.87,57.14,1,1,0,0.288
85.66,91.86,70.31,6.2,0,0,0,0.165
111.89,22.41,52.41,89.47,0,1,0,0.505
60.06,54.14,29.32,5.92,0,0,0,0.23
39.23,88.23,80.16,49.0,0,0,0,0.266
47.07,32.9,52.03,14.17,0,0,1,0.401
105.4,100.11,7.8,5.29,0,0,0,0.511
77.16,111.46,92.02,34.29,1,1,0,0.211
65.5,55.41,77.24,10.09,0,0,0,0.17
34.96,90.58,59.31,55.62,0,1,0,0.405
64.97,34.82,44.81,30.15,1,1,0,0.278
47.85,89.08,96.07,41.23,1,0,0,0.139
114.32,22.15,77.95,92.17,1,0,1,0.475
108.41,35.08,54.43,73.33,0,0,0,0.346
28.39,90.99,66.01,62.6,0,0,0,0.309
71.67,91.19,29.51,19.52,0,1,0,0.428
42.51,84.12,21.18,41.61,0,1,0,0.57
61.08,67.74,28.79,6.66,0,1,1,0.602
107.68,87.49,30.73,20.19,0,0,1,0.461
72.75,97.38,74.49,24.63,0,0,1,0.408
53.42,116.65,15.73,63.23,0,1,0,0.727
40.79,108.86,78.2,68.08,0,2,0,0.503
100.03,99.45,53.29,0.58,0,1,0,0.28
82.45,89.48,39.69,7.02,0,0,0,0.204
66.81,77.42,31.44,10.61,0,0,0,0.234
41.75,32.06,52.29,9.69,0,1,0,0.306
53.42,36.56,33.12,16.87,0,0,0,0.245
115.98,102.03,44.09,13.96,1,0,0,0.113
72.01,100.33,74.42,28.32,0,0,1,0.417
60.07,81.45,63.35,21.38,0,0,0,0.208
72.14,63.88,75.3,8.26,1,0,0,0.067
97.9,22.6,71.87,75.3,0,0,0,0.336
54.01,52.72,81.88,1.29,0,2,0,0.33
37.87,62.06,21.77,24.19,0,0,1,0.514
78.49,68.58,99.52,9.91,0,2,0,0.329
86.52,112.93,48.63,26.41,0,0,0,0.237
91.27,30.87,72.39,60.4,0,1,1,0.596
108.2,71.89,68.42,36.31,0,2,0,0.442
57.12,56.79,57.48,0.33,0,0,0,0.161
27.54,119.01,99.59,91.47,0,1,0,0.448
115.83,106.19,23.3,9.65,1,0,1,0.368
63.5,63.88,43.33,0.38,0,0,0,0.18
82.33,119.97,14.52,37.64,0,0,1,0.62
